time,T_gasOut.T,T_gasIn.T,T_waterIn.T,T_waterOut.T,T_gasIn.inlet.m_flow,T_gasOut.inlet.m_flow,T_waterIn.inlet.m_flow,T_waterOut.inlet.m_flow
436,315.099,321.942,295.307,317.244,0.5872,0.587201,0.083115,0.0831275
440,315.104,321.947,295.307,317.247,0.587383,0.587384,0.083115,0.0831275
440,315.104,321.947,295.307,317.247,0.587383,0.587384,0.083115,0.0831275
441,315.105,321.949,295.307,317.248,0.587429,0.58743,0.083115,0.0831275
441,315.105,321.949,295.307,317.248,0.587429,0.58743,0.083115,0.0831275
445,315.111,321.954,295.307,317.252,0.587612,0.587613,0.083115,0.0831275
445,315.111,321.954,295.307,317.252,0.587612,0.587613,0.083115,0.0831275
446,315.112,321.955,295.307,317.253,0.587658,0.587659,0.083115,0.0831275
446,315.112,321.955,295.307,317.253,0.587658,0.587659,0.083115,0.0831275
450,315.117,321.961,295.307,317.257,0.587842,0.587842,0.083115,0.0831275
450,315.117,321.961,295.307,317.257,0.587842,0.587842,0.083115,0.0831275
451,315.118,321.962,295.307,317.258,0.587887,0.587888,0.083115,0.0831275
451,315.118,321.962,295.307,317.258,0.587887,0.587888,0.083115,0.0831275
455,315.124,321.967,295.307,317.261,0.588071,0.588071,0.083115,0.0831275
455,315.124,321.967,295.307,317.261,0.588071,0.588071,0.083115,0.0831275
456,315.125,321.968,295.307,317.262,0.588117,0.588117,0.083115,0.0831275
456,315.125,321.968,295.307,317.262,0.588117,0.588117,0.083115,0.0831275
460,315.13,321.974,295.307,317.266,0.5883,0.5883,0.083115,0.0831275
460,315.13,321.974,295.307,317.266,0.5883,0.5883,0.083115,0.0831275
461,315.131,321.975,295.307,317.267,0.588346,0.588346,0.083115,0.0831275
461,315.131,321.975,295.307,317.267,0.588346,0.588346,0.083115,0.0831275
465,315.137,321.98,295.307,317.271,0.588529,0.58853,0.083115,0.0831275
465,315.137,321.98,295.307,317.271,0.588529,0.58853,0.083115,0.0831275
466,315.138,321.982,295.307,317.272,0.588575,0.588575,0.083115,0.0831275
466,315.138,321.982,295.307,317.272,0.588575,0.588575,0.083115,0.0831275
470,315.143,321.987,295.307,317.275,0.588758,0.588759,0.083115,0.0831275
470,315.143,321.987,295.307,317.275,0.588758,0.588759,0.083115,0.0831275
471,315.145,321.988,295.307,317.276,0.588804,0.588805,0.083115,0.0831275
471,315.145,321.988,295.307,317.276,0.588804,0.588805,0.083115,0.0831275
475,315.15,321.993,295.307,317.28,0.588987,0.588988,0.083115,0.0831275
475,315.15,321.993,295.307,317.28,0.588987,0.588988,0.083115,0.0831275
476,315.151,321.995,295.307,317.281,0.589033,0.589034,0.083115,0.0831275
476,315.151,321.995,295.307,317.281,0.589033,0.589034,0.083115,0.0831275
480,315.156,322,295.307,317.285,0.589217,0.589217,0.083115,0.0831275
480,315.156,322,295.307,317.285,0.589217,0.589217,0.083115,0.0831275
481,315.158,322.001,295.307,317.286,0.589262,0.589263,0.083115,0.0831275
481,315.158,322.001,295.307,317.286,0.589262,0.589263,0.083115,0.0831275
485,315.163,322.006,295.307,317.289,0.589446,0.589446,0.083115,0.0831275
485,315.163,322.006,295.307,317.289,0.589446,0.589446,0.083115,0.0831275
486,315.164,322.008,295.307,317.29,0.589492,0.589492,0.083115,0.0831275
486,315.164,322.008,295.307,317.29,0.589492,0.589492,0.083115,0.0831275
490,315.169,322.013,295.307,317.294,0.589675,0.589675,0.083115,0.0831275
490,315.169,322.013,295.307,317.294,0.589675,0.589675,0.083115,0.0831275
491,315.171,322.014,295.307,317.295,0.589721,0.589721,0.083115,0.0831275
491,315.171,322.014,295.307,317.295,0.589721,0.589721,0.083115,0.0831275
495,315.176,322.02,295.307,317.299,0.589904,0.589905,0.083115,0.0831275
495,315.176,322.02,295.307,317.299,0.589904,0.589905,0.083115,0.0831275
496,315.177,322.021,295.307,317.3,0.58995,0.58995,0.083115,0.0831275
496,315.177,322.021,295.307,317.3,0.58995,0.58995,0.083115,0.0831275
500,315.182,322.026,295.307,317.303,0.590133,0.590134,0.083115,0.0831275
500,315.182,322.026,295.307,317.303,0.590133,0.590134,0.083115,0.0831275
501,315.184,322.027,295.307,317.304,0.590179,0.59018,0.083115,0.0831275
501,315.184,322.027,295.307,317.304,0.590179,0.59018,0.083115,0.0831275
505,315.189,322.033,295.307,317.308,0.590362,0.590363,0.083115,0.0831275
505,315.189,322.033,295.307,317.308,0.590362,0.590363,0.083115,0.0831275
506,315.19,322.034,295.307,317.309,0.590408,0.590409,0.083115,0.0831275
506,315.19,322.034,295.307,317.309,0.590408,0.590409,0.083115,0.0831275
510,315.195,322.039,295.307,317.313,0.590592,0.590592,0.083115,0.0831275
510,315.195,322.039,295.307,317.313,0.590592,0.590592,0.083115,0.0831275
511,315.197,322.041,295.307,317.314,0.590637,0.590638,0.083115,0.0831275
511,315.197,322.041,295.307,317.314,0.590637,0.590638,0.083115,0.0831275
515,315.202,322.046,295.307,317.317,0.590821,0.590821,0.083115,0.0831275
515,315.202,322.046,295.307,317.317,0.590821,0.590821,0.083115,0.0831275
516,315.203,322.047,295.307,317.318,0.590867,0.590867,0.083115,0.0831275
516,315.203,322.047,295.307,317.318,0.590867,0.590867,0.083115,0.0831275
520,315.208,322.052,295.307,317.322,0.59105,0.59105,0.083115,0.0831275
520,315.208,322.052,295.307,317.322,0.59105,0.59105,0.083115,0.0831275
521,315.21,322.054,295.307,317.323,0.591096,0.591096,0.083115,0.0831275
521,315.21,322.054,295.307,317.323,0.591096,0.591096,0.083115,0.0831275
525,315.215,322.059,295.307,317.327,0.591279,0.59128,0.083115,0.0831275
525,315.215,322.059,295.307,317.327,0.591279,0.59128,0.083115,0.0831275
526,315.216,322.06,295.307,317.328,0.591325,0.591325,0.083115,0.0831275
526,315.216,322.06,295.307,317.328,0.591325,0.591325,0.083115,0.0831275
530,315.222,322.065,295.307,317.331,0.591508,0.591509,0.083115,0.0831275
530,315.222,322.065,295.307,317.331,0.591508,0.591509,0.083115,0.0831275
531,315.223,322.067,295.307,317.332,0.591554,0.591555,0.083115,0.0831275
531,315.223,322.067,295.307,317.332,0.591554,0.591555,0.083115,0.0831275
535,315.228,322.072,295.307,317.336,0.591737,0.591738,0.083115,0.0831275
535,315.228,322.072,295.307,317.336,0.591737,0.591738,0.083115,0.0831275
536,315.229,322.073,295.307,317.337,0.591783,0.591784,0.083115,0.0831275
536,315.229,322.073,295.307,317.337,0.591783,0.591784,0.083115,0.0831275
540,315.235,322.079,295.307,317.341,0.591966,0.591967,0.083115,0.0831275
540,315.235,322.079,295.307,317.341,0.591966,0.591967,0.083115,0.0831275
541,315.236,322.08,295.307,317.342,0.592012,0.592013,0.083115,0.0831275
541,315.236,322.08,295.307,317.342,0.592012,0.592013,0.083115,0.0831275
545,315.241,322.085,295.307,317.345,0.592196,0.592196,0.083115,0.0831275
545,315.241,322.085,295.307,317.345,0.592196,0.592196,0.083115,0.0831275
546,315.242,322.086,295.307,317.346,0.592241,0.592242,0.083115,0.0831275
546,315.242,322.086,295.307,317.346,0.592241,0.592242,0.083115,0.0831275
550,315.248,322.092,295.307,317.35,0.592425,0.592425,0.083115,0.0831275
550,315.248,322.092,295.307,317.35,0.592425,0.592425,0.083115,0.0831275
551,315.249,322.093,295.307,317.351,0.592471,0.592471,0.083115,0.0831275
551,315.249,322.093,295.307,317.351,0.592471,0.592471,0.083115,0.0831275
555,315.254,322.098,295.307,317.355,0.592654,0.592655,0.083115,0.0831275
555,315.254,322.098,295.307,317.355,0.592654,0.592655,0.083115,0.0831275
556,315.255,322.1,295.307,317.356,0.5927,0.5927,0.083115,0.0831275
556,315.255,322.1,295.307,317.356,0.5927,0.5927,0.083115,0.0831275
560,315.261,322.105,295.307,317.359,0.592883,0.592884,0.083115,0.0831275
560,315.261,322.105,295.307,317.359,0.592883,0.592884,0.083115,0.0831275
561,315.262,322.106,295.307,317.36,0.592929,0.59293,0.083115,0.0831276
561,315.262,322.106,295.307,317.36,0.592929,0.59293,0.083115,0.0831276
565,315.267,322.111,295.307,317.364,0.593112,0.593113,0.083115,0.0831276
565,315.267,322.111,295.307,317.364,0.593112,0.593113,0.083115,0.0831276
566,315.268,322.113,295.307,317.365,0.593158,0.593159,0.083115,0.0831276
566,315.268,322.113,295.307,317.365,0.593158,0.593159,0.083115,0.0831276
570,315.274,322.118,295.307,317.369,0.593341,0.593342,0.083115,0.0831276
570,315.274,322.118,295.307,317.369,0.593341,0.593342,0.083115,0.0831276
571,315.275,322.119,295.307,317.37,0.593387,0.593388,0.083115,0.0831276
571,315.275,322.119,295.307,317.37,0.593387,0.593388,0.083115,0.0831276
575,315.28,322.124,295.307,317.373,0.593571,0.593571,0.083115,0.0831276
575,315.28,322.124,295.307,317.373,0.593571,0.593571,0.083115,0.0831276
576,315.282,322.126,295.307,317.374,0.593616,0.593617,0.083115,0.0831276
576,315.282,322.126,295.307,317.374,0.593616,0.593617,0.083115,0.0831276
580,315.287,322.131,295.307,317.378,0.5938,0.5938,0.083115,0.0831276
580,315.287,322.131,295.307,317.378,0.5938,0.5938,0.083115,0.0831276
581,315.288,322.132,295.307,317.379,0.593846,0.593846,0.083115,0.0831276
581,315.288,322.132,295.307,317.379,0.593846,0.593846,0.083115,0.0831276
585,315.293,322.138,295.307,317.383,0.594029,0.59403,0.083115,0.0831276
585,315.293,322.138,295.307,317.383,0.594029,0.59403,0.083115,0.0831276
586,315.295,322.139,295.307,317.384,0.594075,0.594075,0.083115,0.0831276
586,315.295,322.139,295.307,317.384,0.594075,0.594075,0.083115,0.0831276
590,315.3,322.144,295.307,317.387,0.594258,0.594259,0.083115,0.0831276
590,315.3,322.144,295.307,317.387,0.594258,0.594259,0.083115,0.0831276
591,315.301,322.145,295.307,317.388,0.594304,0.594305,0.083115,0.0831276
591,315.301,322.145,295.307,317.388,0.594304,0.594305,0.083115,0.0831276
595,315.306,322.151,295.307,317.392,0.594487,0.594488,0.083115,0.0831276
595,315.306,322.151,295.307,317.392,0.594487,0.594488,0.083115,0.0831276
596,315.308,322.152,295.307,317.393,0.594533,0.594534,0.083115,0.0831276
596,315.308,322.152,295.307,317.393,0.594533,0.594534,0.083115,0.0831276
600,315.313,322.157,295.307,317.397,0.594716,0.594717,0.083115,0.0831276
600,315.313,322.157,295.307,317.397,0.594716,0.594717,0.083115,0.0831276
601,315.314,322.159,295.307,317.398,0.594762,0.594763,0.083115,0.0831276
601,315.314,322.159,295.307,317.398,0.594762,0.594763,0.083115,0.0831276
605,315.319,322.164,295.307,317.402,0.594946,0.594946,0.083115,0.0831276
605,315.319,322.164,295.307,317.402,0.594946,0.594946,0.083115,0.0831276
606,315.321,322.165,295.307,317.402,0.594991,0.594992,0.083115,0.0831276
606,315.321,322.165,295.307,317.402,0.594991,0.594992,0.083115,0.0831276
610,315.326,322.17,295.307,317.406,0.595175,0.595175,0.083115,0.0831276
610,315.326,322.17,295.307,317.406,0.595175,0.595175,0.083115,0.0831276
611,315.327,322.172,295.307,317.407,0.595221,0.595221,0.083115,0.0831276
611,315.327,322.172,295.307,317.407,0.595221,0.595221,0.083115,0.0831276
615,315.332,322.177,295.307,317.411,0.595404,0.595404,0.083115,0.0831276
615,315.332,322.177,295.307,317.411,0.595404,0.595404,0.083115,0.0831276
616,315.334,322.178,295.307,317.412,0.59545,0.59545,0.083115,0.0831276
616,315.334,322.178,295.307,317.412,0.59545,0.59545,0.083115,0.0831276
620,315.339,322.183,295.307,317.416,0.595633,0.595634,0.083115,0.0831276
620,315.339,322.183,295.307,317.416,0.595633,0.595634,0.083115,0.0831276
621,315.34,322.185,295.307,317.417,0.595679,0.595679,0.083115,0.0831276
621,315.34,322.185,295.307,317.417,0.595679,0.595679,0.083115,0.0831276
625,315.345,322.19,295.307,317.42,0.595862,0.595863,0.083115,0.0831276
625,315.345,322.19,295.307,317.42,0.595862,0.595863,0.083115,0.0831276
626,315.347,322.191,295.307,317.421,0.595908,0.595909,0.083115,0.0831276
626,315.347,322.191,295.307,317.421,0.595908,0.595909,0.083115,0.0831276
630,315.352,322.197,295.307,317.425,0.596091,0.596092,0.083115,0.0831276
630,315.352,322.197,295.307,317.425,0.596091,0.596092,0.083115,0.0831276
631,315.353,322.198,295.307,317.426,0.596137,0.596138,0.083115,0.0831276
631,315.353,322.198,295.307,317.426,0.596137,0.596138,0.083115,0.0831276
635,315.358,322.203,295.307,317.43,0.596321,0.596321,0.083115,0.0831276
635,315.358,322.203,295.307,317.43,0.596321,0.596321,0.083115,0.0831276
636,315.36,322.204,295.307,317.431,0.596366,0.596367,0.083115,0.0831276
636,315.36,322.204,295.307,317.431,0.596366,0.596367,0.083115,0.0831276
640,315.365,322.21,295.307,317.434,0.59655,0.59655,0.083115,0.0831276
640,315.365,322.21,295.307,317.434,0.59655,0.59655,0.083115,0.0831276
641,315.366,322.211,295.307,317.435,0.596596,0.596596,0.083115,0.0831276
641,315.366,322.211,295.307,317.435,0.596596,0.596596,0.083115,0.0831276
645,315.371,322.216,295.307,317.439,0.596779,0.596779,0.083115,0.0831276
645,315.371,322.216,295.307,317.439,0.596779,0.596779,0.083115,0.0831276
646,315.373,322.218,295.307,317.44,0.596825,0.596825,0.083115,0.0831276
646,315.373,322.218,295.307,317.44,0.596825,0.596825,0.083115,0.0831276
650,315.378,322.223,295.307,317.444,0.597008,0.597009,0.083115,0.0831276
650,315.378,322.223,295.307,317.444,0.597008,0.597009,0.083115,0.0831276
651,315.379,322.224,295.307,317.445,0.597054,0.597054,0.083115,0.0831276
651,315.379,322.224,295.307,317.445,0.597054,0.597054,0.083115,0.0831276
655,315.385,322.229,295.307,317.448,0.597237,0.597238,0.083115,0.0831276
655,315.385,322.229,295.307,317.448,0.597237,0.597238,0.083115,0.0831276
656,315.386,322.231,295.307,317.449,0.597283,0.597284,0.083115,0.0831276
656,315.386,322.231,295.307,317.449,0.597283,0.597284,0.083115,0.0831276
660,315.391,322.236,295.307,317.453,0.597466,0.597467,0.083115,0.0831276
660,315.391,322.236,295.307,317.453,0.597466,0.597467,0.083115,0.0831276
661,315.392,322.237,295.307,317.454,0.597512,0.597513,0.083115,0.0831276
661,315.392,322.237,295.307,317.454,0.597512,0.597513,0.083115,0.0831276
665,315.398,322.242,295.307,317.458,0.597696,0.597696,0.083115,0.0831276
665,315.398,322.242,295.307,317.458,0.597696,0.597696,0.083115,0.0831276
666,315.399,322.244,295.307,317.459,0.597741,0.597742,0.083115,0.0831276
666,315.399,322.244,295.307,317.459,0.597741,0.597742,0.083115,0.0831276
670,315.404,322.249,295.307,317.463,0.597925,0.597925,0.083115,0.0831276
670,315.404,322.249,295.307,317.463,0.597925,0.597925,0.083115,0.0831276
671,315.405,322.25,295.307,317.463,0.597971,0.597971,0.083115,0.0831276
671,315.405,322.25,295.307,317.463,0.597971,0.597971,0.083115,0.0831276
675,315.411,322.256,295.307,317.467,0.598154,0.598154,0.083115,0.0831276
675,315.411,322.256,295.307,317.467,0.598154,0.598154,0.083115,0.0831276
676,315.412,322.257,295.307,317.468,0.5982,0.5982,0.083115,0.0831276
676,315.412,322.257,295.307,317.468,0.5982,0.5982,0.083115,0.0831276
680,315.417,322.262,295.307,317.472,0.598383,0.598384,0.083115,0.0831276
680,315.417,322.262,295.307,317.472,0.598383,0.598384,0.083115,0.0831276
681,315.418,322.263,295.307,317.473,0.598429,0.598429,0.083115,0.0831276
681,315.418,322.263,295.307,317.473,0.598429,0.598429,0.083115,0.0831276
685,315.424,322.269,295.307,317.477,0.598612,0.598613,0.083115,0.0831276
685,315.424,322.269,295.307,317.477,0.598612,0.598613,0.083115,0.0831276
686,315.425,322.27,295.307,317.478,0.598658,0.598659,0.083115,0.0831276
686,315.425,322.27,295.307,317.478,0.598658,0.598659,0.083115,0.0831276
690,315.43,322.275,295.307,317.481,0.598841,0.598842,0.083115,0.0831276
690,315.43,322.275,295.307,317.481,0.598841,0.598842,0.083115,0.0831276
691,315.431,322.277,295.307,317.482,0.598887,0.598888,0.083115,0.0831276
691,315.431,322.277,295.307,317.482,0.598887,0.598888,0.083115,0.0831276
695,315.437,322.282,295.307,317.486,0.59907,0.599071,0.083115,0.0831276
695,315.437,322.282,295.307,317.486,0.59907,0.599071,0.083115,0.0831276
696,315.438,322.283,295.307,317.487,0.599116,0.599117,0.083115,0.0831276
696,315.438,322.283,295.307,317.487,0.599116,0.599117,0.083115,0.0831276
700,315.443,322.288,295.307,317.491,0.5993,0.5993,0.083115,0.0831276
700,315.443,322.288,295.307,317.491,0.5993,0.5993,0.083115,0.0831276
701,315.444,322.29,295.307,317.492,0.599345,0.599346,0.083115,0.0831276
701,315.444,322.29,295.307,317.492,0.599345,0.599346,0.083115,0.0831276
705,315.45,322.295,295.307,317.495,0.599529,0.599529,0.083115,0.0831276
705,315.45,322.295,295.307,317.495,0.599529,0.599529,0.083115,0.0831276
706,315.451,322.296,295.307,317.496,0.599575,0.599575,0.083115,0.0831276
706,315.451,322.296,295.307,317.496,0.599575,0.599575,0.083115,0.0831276
710,315.456,322.301,295.307,317.5,0.599758,0.599759,0.083115,0.0831276
710,315.456,322.301,295.307,317.5,0.599758,0.599759,0.083115,0.0831276
711,315.457,322.303,295.307,317.501,0.599804,0.599804,0.083115,0.0831276
711,315.457,322.303,295.307,317.501,0.599804,0.599804,0.083115,0.0831276
715,315.463,322.308,295.307,317.505,0.599987,0.599988,0.083115,0.0831276
715,315.463,322.308,295.307,317.505,0.599987,0.599988,0.083115,0.0831276
716,315.464,322.309,295.307,317.506,0.600033,0.600034,0.083115,0.0831276
716,315.464,322.309,295.307,317.506,0.600033,0.600034,0.083115,0.0831276
720,315.469,322.315,295.307,317.51,0.600216,0.600217,0.083115,0.0831276
720,315.469,322.315,295.307,317.51,0.600216,0.600217,0.083115,0.0831276
721,315.47,322.316,295.307,317.51,0.600262,0.600263,0.083115,0.0831276
721,315.47,322.316,295.307,317.51,0.600262,0.600263,0.083115,0.0831276
725,315.476,322.321,295.307,317.514,0.600445,0.600446,0.083115,0.0831276
725,315.476,322.321,295.307,317.514,0.600445,0.600446,0.083115,0.0831276
726,315.477,322.322,295.307,317.515,0.600491,0.600492,0.083115,0.0831276
726,315.477,322.322,295.307,317.515,0.600491,0.600492,0.083115,0.0831276
730,315.482,322.328,295.307,317.519,0.600675,0.600675,0.083115,0.0831276
730,315.482,322.328,295.307,317.519,0.600675,0.600675,0.083115,0.0831276
731,315.484,322.329,295.307,317.52,0.60072,0.600721,0.083115,0.0831276
731,315.484,322.329,295.307,317.52,0.60072,0.600721,0.083115,0.0831276
735,315.489,322.334,295.307,317.524,0.600904,0.600904,0.083115,0.0831276
735,315.489,322.334,295.307,317.524,0.600904,0.600904,0.083115,0.0831276
736,315.49,322.336,295.307,317.525,0.60095,0.60095,0.083115,0.0831276
736,315.49,322.336,295.307,317.525,0.60095,0.60095,0.083115,0.0831276
740,315.495,322.341,295.307,317.528,0.601133,0.601134,0.083115,0.0831276
740,315.495,322.341,295.307,317.528,0.601133,0.601134,0.083115,0.0831276
741,315.497,322.342,295.307,317.529,0.601179,0.601179,0.083115,0.0831276
741,315.497,322.342,295.307,317.529,0.601179,0.601179,0.083115,0.0831276
745,315.502,322.347,295.307,317.533,0.601362,0.601363,0.083115,0.0831276
745,315.502,322.347,295.307,317.533,0.601362,0.601363,0.083115,0.0831276
746,315.503,322.349,295.307,317.534,0.601408,0.601409,0.083115,0.0831276
746,315.503,322.349,295.307,317.534,0.601408,0.601409,0.083115,0.0831276
750,315.508,322.354,295.307,317.538,0.601591,0.601592,0.083115,0.0831276
750,315.508,322.354,295.307,317.538,0.601591,0.601592,0.083115,0.0831276
751,315.51,322.355,295.307,317.539,0.601637,0.601638,0.083115,0.0831276
751,315.51,322.355,295.307,317.539,0.601637,0.601638,0.083115,0.0831276
755,315.515,322.36,295.307,317.543,0.60182,0.601821,0.083115,0.0831276
755,315.515,322.36,295.307,317.543,0.60182,0.601821,0.083115,0.0831276
756,315.516,322.362,295.307,317.543,0.601866,0.601867,0.083115,0.0831276
756,315.516,322.362,295.307,317.543,0.601866,0.601867,0.083115,0.0831276
760,315.521,322.367,295.307,317.547,0.60205,0.60205,0.083115,0.0831276
760,315.521,322.367,295.307,317.547,0.60205,0.60205,0.083115,0.0831276
761,315.523,322.368,295.307,317.548,0.602095,0.602096,0.083115,0.0831276
761,315.523,322.368,295.307,317.548,0.602095,0.602096,0.083115,0.0831276
765,315.528,322.374,295.307,317.552,0.602279,0.602279,0.083115,0.0831276
765,315.528,322.374,295.307,317.552,0.602279,0.602279,0.083115,0.0831276
766,315.529,322.375,295.307,317.553,0.602325,0.602325,0.083115,0.0831276
766,315.529,322.375,295.307,317.553,0.602325,0.602325,0.083115,0.0831276
770,315.534,322.38,295.307,317.557,0.602508,0.602509,0.083115,0.0831276
770,315.534,322.38,295.307,317.557,0.602508,0.602509,0.083115,0.0831276
771,315.536,322.381,295.307,317.558,0.602554,0.602554,0.083115,0.0831276
771,315.536,322.381,295.307,317.558,0.602554,0.602554,0.083115,0.0831276
775,315.541,322.387,295.307,317.561,0.602737,0.602738,0.083115,0.0831276
775,315.541,322.387,295.307,317.561,0.602737,0.602738,0.083115,0.0831276
776,315.542,322.388,295.307,317.562,0.602783,0.602784,0.083115,0.0831276
776,315.542,322.388,295.307,317.562,0.602783,0.602784,0.083115,0.0831276
780,315.547,322.393,295.307,317.566,0.602966,0.602967,0.083115,0.0831276
780,315.547,322.393,295.307,317.566,0.602966,0.602967,0.083115,0.0831276
781,315.549,322.395,295.307,317.567,0.603012,0.603013,0.083115,0.0831276
781,315.549,322.395,295.307,317.567,0.603012,0.603013,0.083115,0.0831276
785,315.554,322.4,295.307,317.571,0.603195,0.603196,0.083115,0.0831276
785,315.554,322.4,295.307,317.571,0.603195,0.603196,0.083115,0.0831276
786,315.555,322.401,295.307,317.572,0.603241,0.603242,0.083115,0.0831276
786,315.555,322.401,295.307,317.572,0.603241,0.603242,0.083115,0.0831276
790,315.56,322.406,295.307,317.576,0.603425,0.603425,0.083115,0.0831276
790,315.56,322.406,295.307,317.576,0.603425,0.603425,0.083115,0.0831276
791,315.562,322.408,295.307,317.576,0.60347,0.603471,0.083115,0.0831276
791,315.562,322.408,295.307,317.576,0.60347,0.603471,0.083115,0.0831276
795,315.567,322.413,295.307,317.58,0.603654,0.603654,0.083115,0.0831276
795,315.567,322.413,295.307,317.58,0.603654,0.603654,0.083115,0.0831276
796,315.568,322.414,295.307,317.581,0.6037,0.6037,0.083115,0.0831276
796,315.568,322.414,295.307,317.581,0.6037,0.6037,0.083115,0.0831276
800,315.573,322.419,295.307,317.585,0.603883,0.603883,0.083115,0.0831276
800,315.573,322.419,295.307,317.585,0.603883,0.603883,0.083115,0.0831276
801,315.575,322.421,295.307,317.586,0.603929,0.603929,0.083115,0.0831276
801,315.575,322.421,295.307,317.586,0.603929,0.603929,0.083115,0.0831276
805,315.58,322.426,295.307,317.59,0.604112,0.604113,0.083115,0.0831276
805,315.58,322.426,295.307,317.59,0.604112,0.604113,0.083115,0.0831276
806,315.581,322.427,295.307,317.591,0.604158,0.604158,0.083115,0.0831276
806,315.581,322.427,295.307,317.591,0.604158,0.604158,0.083115,0.0831276
810,315.586,322.433,295.307,317.594,0.604341,0.604342,0.083115,0.0831276
810,315.586,322.433,295.307,317.594,0.604341,0.604342,0.083115,0.0831276
811,315.588,322.434,295.307,317.595,0.604387,0.604388,0.083115,0.0831276
811,315.588,322.434,295.307,317.595,0.604387,0.604388,0.083115,0.0831276
815,315.593,322.439,295.307,317.599,0.60457,0.604571,0.083115,0.0831276
815,315.593,322.439,295.307,317.599,0.60457,0.604571,0.083115,0.0831276
816,315.594,322.44,295.307,317.6,0.604616,0.604617,0.083115,0.0831276
816,315.594,322.44,295.307,317.6,0.604616,0.604617,0.083115,0.0831276
820,315.599,322.446,295.307,317.604,0.6048,0.6048,0.083115,0.0831276
820,315.599,322.446,295.307,317.604,0.6048,0.6048,0.083115,0.0831276
821,315.601,322.447,295.307,317.605,0.604845,0.604846,0.083115,0.0831277
821,315.601,322.447,295.307,317.605,0.604845,0.604846,0.083115,0.0831277
825,315.606,322.452,295.307,317.609,0.605029,0.605029,0.083115,0.0831277
825,315.606,322.452,295.307,317.609,0.605029,0.605029,0.083115,0.0831277
826,315.607,322.454,295.307,317.61,0.605075,0.605075,0.083115,0.0831277
826,315.607,322.454,295.307,317.61,0.605075,0.605075,0.083115,0.0831277
830,315.612,322.459,295.307,317.613,0.605258,0.605258,0.083115,0.0831277
830,315.612,322.459,295.307,317.613,0.605258,0.605258,0.083115,0.0831277
831,315.614,322.46,295.307,317.614,0.605304,0.605304,0.083115,0.0831277
831,315.614,322.46,295.307,317.614,0.605304,0.605304,0.083115,0.0831277
835,315.619,322.465,295.307,317.618,0.605487,0.605488,0.083115,0.0831277
835,315.619,322.465,295.307,317.618,0.605487,0.605488,0.083115,0.0831277
836,315.62,322.467,295.307,317.619,0.605533,0.605533,0.083115,0.0831277
836,315.62,322.467,295.307,317.619,0.605533,0.605533,0.083115,0.0831277
840,315.625,322.472,295.307,317.623,0.605716,0.605717,0.083115,0.0831277
840,315.625,322.472,295.307,317.623,0.605716,0.605717,0.083115,0.0831277
841,315.627,322.473,295.307,317.624,0.605762,0.605763,0.083115,0.0831277
841,315.627,322.473,295.307,317.624,0.605762,0.605763,0.083115,0.0831277
845,315.632,322.478,295.307,317.628,0.605945,0.605946,0.083115,0.0831277
845,315.632,322.478,295.307,317.628,0.605945,0.605946,0.083115,0.0831277
846,315.633,322.48,295.307,317.628,0.605991,0.605992,0.083115,0.0831277
846,315.633,322.48,295.307,317.628,0.605991,0.605992,0.083115,0.0831277
850,315.638,322.485,295.307,317.632,0.606175,0.606175,0.083115,0.0831277
850,315.638,322.485,295.307,317.632,0.606175,0.606175,0.083115,0.0831277
851,315.64,322.486,295.307,317.633,0.60622,0.606221,0.083115,0.0831277
851,315.64,322.486,295.307,317.633,0.60622,0.606221,0.083115,0.0831277
855,315.645,322.492,295.307,317.637,0.606404,0.606404,0.083115,0.0831277
855,315.645,322.492,295.307,317.637,0.606404,0.606404,0.083115,0.0831277
856,315.646,322.493,295.307,317.638,0.60645,0.60645,0.083115,0.0831277
856,315.646,322.493,295.307,317.638,0.60645,0.60645,0.083115,0.0831277
860,315.651,322.498,295.307,317.642,0.606633,0.606633,0.083115,0.0831277
860,315.651,322.498,295.307,317.642,0.606633,0.606633,0.083115,0.0831277
861,315.653,322.499,295.307,317.643,0.606679,0.606679,0.083115,0.0831277
861,315.653,322.499,295.307,317.643,0.606679,0.606679,0.083115,0.0831277
865,315.658,322.505,295.307,317.646,0.606862,0.606863,0.083115,0.0831277
865,315.658,322.505,295.307,317.646,0.606862,0.606863,0.083115,0.0831277
865,315.658,322.505,295.307,317.646,0.606862,0.606863,0.083115,0.0831277
865,315.658,322.505,295.307,317.646,0.606862,0.606863,0.083115,0.0831277
866,315.67,322.506,295.307,317.647,0.609907,0.609912,0.083115,0.0831295
866,315.67,322.506,295.307,317.647,0.609907,0.609912,0.083115,0.0831295
870,315.746,322.511,295.307,317.653,0.622087,0.622091,0.083115,0.083148
870,315.746,322.511,295.307,317.653,0.622087,0.622091,0.083115,0.083148
871,315.765,322.513,295.307,317.654,0.625132,0.625136,0.083115,0.0831522
871,315.765,322.513,295.307,317.654,0.625132,0.625136,0.083115,0.0831522
875,315.844,322.518,295.307,317.663,0.637311,0.637316,0.083115,0.083168
